title,author,publisher,publishedAt,image,isbn
개발자 오디세이아(사람과 프로그래머 9),이경종,로드북,2020-03-18,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5270375%3Ftimestamp%3D20210702152703,9788997924516
칼 비테 교육법,칼 비테,차이정원,2017-07-28,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1650121%3Ftimestamp%3D20210706193505,9791188388004
성당과 시장,에릭 레이먼드,한빛미디어,,,
In the Plex 0과 1로 세상을 바꾸는 구글 그 모든 이야기(acornLoft),스티븐 레비,에이콘출판,2012-09-21,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F840191%3Ftimestamp%3D20210625144323,9788960773448
워 오브 아이티(War of IT),김영욱,지앤선,2015-02-28,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1409175%3Ftimestamp%3D20210422151649,9788993827910
슈퍼인텔리전스,닉 보스트롬,까치,2017-04-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1011550%3Ftimestamp%3D20210706193545,9788972916321
미래의 교육을 설계한다,마크 프렌스키,한문화,2018-11-21,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4808768%3Ftimestamp%3D20210706192627,9788956993430
미래의 교육을 설계한다,마크 프렌스키,한문화,2018-11-21,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4808768%3Ftimestamp%3D20210706192627,9788956993430
컴퓨터 과학 로드맵(한 권으로 그리는),블라드스톤 페헤이라 필루,인사이트,2018-04-19,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F924441%3Ftimestamp%3D20210706193658,9788966262199
의사결정 100 ToolKit,,동아일보 미래전략연구소,,,
1억배 빠른 양자 컴퓨터가 온다(누구나 읽을 수 있는 IT 과학이야기 3),니시모리 히데토시,로드북,2018-04-16,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1493719%3Ftimestamp%3D20210705180244,9788997924387
인공지능이 나하고 무슨 관계지?(반양장),이장우,올림,2019-10-10,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5090725%3Ftimestamp%3D20210623144057,9791162620274
AI 마인드,마틴 포드,터닝포인트,2019-07-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4971204%3Ftimestamp%3D20210706194859,9791161340517
AI 마인드,마틴 포드,터닝포인트,2019-07-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4971204%3Ftimestamp%3D20210706194859,9791161340517
컴퓨터과학이 여는 세계,이광근,인사이트,2017-02-28,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F924424%3Ftimestamp%3D20210706193853,9788966261437
1년 안에 AI 빅데이터 전문가가 되는 법,서대호,반니,2020-02-25,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5229541%3Ftimestamp%3D20210706194556,9791190467117
소프트 스킬,존 손메즈,길벗,2015-11-27,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1630490%3Ftimestamp%3D20210707143834,9791186659885
앨런 튜링,B 잭 코플랜드,지식함지,2014-10-30,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1656413%3Ftimestamp%3D20210529142354,9791195258406
